age,weight-(kg),max-bpm,avg-bpm,resting-bpm,session-duration-(hours),workout-frequency-(days/week),experience-level,daily-meals-frequency,physical-exercise,sugar-g,sodium-mg,cholesterol-mg,serving-size-g,prep-time-min,cook-time-min,rating,pct-maxhr,gender_Male,workout-type_HIIT,workout-type_Strength,workout-type_Yoga,diet-type_Keto,diet-type_Low-Carb,diet-type_Paleo,diet-type_Vegan,diet-type_Vegetarian,cooking-method_Boiled,cooking-method_Fried,cooking-method_Grilled,cooking-method_Raw,cooking-method_Roasted,cooking-method_Steamed,split
52,81.59,166,137,53,1.03,4,2,3,0,6.77,1191,243,422.54,28,121,4.47,0.83,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
24,123.42,180,121,72,1.12,3,1,3,1,4.26,929,19,475.44,54,92,4.43,0.67,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
44,46.93,176,168,55,1.44,3,2,2,0,27.1,52,296,469.95,27,94,3.67,0.96,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
22,101.89,190,157,67,1.47,4,2,4,0,21.11,525,215,293.67,36,85,2.6,0.82,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
23,47.39,196,154,50,0.76,3,1,3,0,29.52,2427,282,500.0,40,73,2.59,0.79,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
21,88.24,198,121,67,1.7,4,3,3,0,11.81,2160,206,402.08,52,108,2.25,0.61,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
33,110.94,188,139,62,1.42,2,1,3,0,23.79,2423,260,472.12,26,82,2.01,0.74,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
35,122.19,196,132,54,1.49,3,2,3,0,34.39,340,131,161.22,13,84,1.59,0.67,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
38,105.59,199,133,71,0.8,2,1,4,0,35.97,400,96,308.13,48,39,4.33,0.67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
36,69.98,174,169,73,1.49,3,2,3,0,8.04,1109,61,291.82,41,90,2.83,0.97,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
39,51.95,161,160,71,0.89,3,1,4,0,2.53,108,95,141.84,53,10,2.6,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
56,84.7,184,141,52,1.02,4,2,3,0,1.59,1500,75,482.23,39,35,3.19,0.77,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
44,73.58,184,148,50,1.15,4,2,3,1,36.66,1879,51,284.07,52,16,2.95,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,train
36,73.21,174,130,66,0.52,2,1,2,1,28.56,774,29,160.07,44,62,1.58,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
42,57.77,175,166,62,1.97,4,3,2,0,12.47,1851,101,391.66,10,86,2.92,0.95,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
31,85.29,176,145,60,2.0,5,3,3,0,46.26,1241,90,191.75,50,84,2.21,0.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,train
29,55.64,177,128,51,1.41,3,1,3,0,33.73,2202,31,123.87,51,106,1.08,0.73,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
54,77.82,195,131,55,1.42,3,2,2,0,45.05,1830,211,101.74,45,40,1.48,0.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,train
22,71.3,162,139,53,1.42,4,2,3,0,5.34,1635,250,323.81,23,99,3.17,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
41,71.59,162,168,51,0.51,2,1,2,1,12.45,1569,191,390.07,30,89,3.78,1.04,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
18,54.58,176,158,71,1.27,4,2,4,0,19.23,1369,128,423.59,31,110,4.29,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,train
32,77.99,174,137,50,1.39,3,2,3,0,4.04,397,244,261.49,7,69,3.92,0.79,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
58,46.7,187,129,70,1.29,4,2,2,1,5.16,576,125,295.88,21,93,1.02,0.69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
25,82.57,188,136,74,1.94,4,3,3,0,38.97,666,298,438.32,46,31,4.71,0.73,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
52,65.38,164,165,68,1.82,4,3,4,0,29.02,1395,208,383.09,58,7,3.59,1.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,train
21,93.01,186,147,73,1.0,2,1,3,0,23.83,2043,58,330.76,18,120,3.7,0.79,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
46,72.0,188,161,64,1.31,4,2,3,0,35.33,1187,23,114.95,21,75,3.84,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
42,57.99,179,124,54,1.04,3,2,3,1,9.27,1404,39,474.09,47,108,2.19,0.69,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
51,57.59,166,152,68,1.65,4,3,3,0,16.08,1610,21,431.82,38,112,3.59,0.92,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
25,71.32,182,142,54,1.15,2,1,3,0,4.42,2184,116,236.2,38,115,4.91,0.78,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
33,74.08,192,145,66,1.14,4,2,4,0,39.82,821,7,158.69,35,70,1.31,0.76,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
54,70.67,166,163,68,0.54,3,1,3,0,10.58,2331,25,439.54,27,32,2.4,0.98,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,train
59,60.23,185,154,55,1.03,3,2,4,1,6.83,2202,259,371.46,52,86,2.78,0.84,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
45,46.54,176,168,55,1.46,3,2,2,0,26.68,46,291,473.76,27,94,3.67,0.95,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
45,78.54,166,167,62,1.29,3,1,4,0,16.82,1913,127,114.35,10,64,3.29,1.01,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,train
58,74.48,175,162,53,1.28,4,2,2,0,14.68,1804,141,448.83,31,63,1.61,0.92,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
44,86.68,197,167,50,1.66,5,3,2,1,15.89,369,58,357.7,40,117,1.2,0.85,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
57,102.51,172,168,61,1.34,3,1,3,0,29.48,129,16,271.25,32,92,4.99,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,train
52,65.44,191,138,70,1.48,4,2,3,0,42.29,359,162,292.72,55,82,3.06,0.73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
33,46.46,196,161,69,1.02,3,2,2,0,9.61,1407,252,266.17,57,5,2.13,0.82,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,train
43,55.18,160,124,66,1.08,3,1,3,0,13.37,143,44,333.8,57,104,3.99,0.78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
18,72.62,172,125,56,0.84,3,1,2,0,6.2,632,298,319.41,54,103,2.08,0.72,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,train
58,96.7,183,150,62,0.57,3,1,2,1,45.19,1714,58,462.15,7,44,2.58,0.82,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
51,67.99,179,148,67,1.17,3,1,2,0,31.99,2406,18,293.02,23,53,1.62,0.83,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
40,65.63,187,143,68,0.77,2,1,3,0,8.61,947,145,334.09,37,111,4.89,0.76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,train
56,125.53,189,131,73,1.28,4,2,2,0,21.13,304,58,307.47,53,84,1.3,0.69,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
32,62.21,190,161,58,1.68,5,3,3,0,36.0,1468,164,319.46,5,45,3.0,0.85,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
57,59.36,166,165,56,1.98,4,3,4,0,0.59,641,279,398.92,37,45,3.77,0.99,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
25,86.49,189,157,72,1.97,5,3,4,0,43.23,1629,199,127.32,22,35,1.0,0.83,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
31,70.19,199,129,61,0.72,2,1,4,0,25.32,2079,254,161.26,59,25,2.38,0.65,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
43,69.57,192,155,69,1.01,3,1,3,0,46.47,2465,176,274.19,35,109,3.79,0.81,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
41,83.45,177,139,74,1.98,5,3,4,1,45.79,607,85,222.21,28,5,3.05,0.79,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
50,102.65,193,130,59,1.22,2,1,4,0,8.63,1102,91,282.01,43,95,1.24,0.67,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,train
49,78.88,182,151,64,1.37,2,1,4,0,42.84,1257,184,316.88,47,48,1.17,0.83,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
33,68.59,192,132,61,1.37,4,2,2,0,33.91,524,235,307.89,9,47,1.9,0.69,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,train
37,55.7,182,123,53,0.99,2,1,2,1,20.14,2015,224,238.64,9,23,2.18,0.68,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
43,94.65,170,120,67,1.26,4,2,4,1,43.98,1371,178,337.11,18,21,3.2,0.71,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
50,51.81,199,155,64,1.47,2,1,3,0,21.64,2033,61,260.95,45,44,3.77,0.78,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
32,75.03,192,145,66,1.16,4,2,4,0,39.04,783,7,156.72,35,70,1.3,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,train
46,58.96,180,155,53,1.52,4,3,2,0,4.43,2332,209,308.8,40,82,1.21,0.86,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,train
27,69.93,171,121,66,0.93,3,1,3,0,35.88,1868,163,192.16,15,39,3.31,0.71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
39,64.45,190,148,58,1.26,4,2,3,1,46.84,1025,88,482.57,34,58,2.91,0.78,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train
18,64.28,197,132,57,1.88,5,3,2,0,15.27,1552,294,370.25,57,51,3.78,0.67,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,train
28,64.28,196,148,55,0.67,2,1,3,0,17.89,201,255,150.98,58,11,2.08,0.75,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
21,71.7,197,158,56,1.5,3,1,2,0,7.04,811,244,202.63,11,45,1.19,0.8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
56,45.83,165,129,73,0.84,3,1,3,1,32.62,2313,170,117.04,46,8,1.93,0.78,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
49,79.02,194,128,69,1.45,3,1,3,0,45.94,1995,292,243.56,10,55,3.3,0.66,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
28,78.21,185,154,59,1.1,3,2,3,0,16.55,389,123,153.99,32,8,2.97,0.83,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,train
40,87.63,196,134,54,1.96,5,3,3,0,32.03,1853,185,468.32,21,14,1.87,0.68,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
45,51.04,165,147,63,0.7,2,1,2,0,48.61,2352,19,490.76,48,91,1.09,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
23,43.56,196,122,58,0.58,2,1,3,0,44.12,1433,150,339.74,16,20,3.04,0.62,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,train
31,68.9,167,121,54,1.12,4,2,2,0,37.53,2420,209,393.39,58,29,4.3,0.73,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,train
48,52.08,174,130,71,0.74,3,1,3,0,46.04,1363,274,416.58,32,94,3.06,0.74,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
48,94.48,189,140,64,1.02,3,2,3,0,22.96,1711,110,189.02,23,119,3.54,0.74,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
32,105.64,183,152,74,1.4,4,2,3,0,25.26,2008,194,400.41,40,59,1.59,0.83,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
52,94.71,177,138,50,0.89,3,1,3,0,50.23,1512,151,433.0,54,43,4.44,0.78,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
18,66.55,184,161,59,1.43,3,2,2,0,48.26,1933,166,310.26,46,87,4.21,0.87,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
44,50.18,182,130,59,0.74,2,1,3,0,38.68,547,82,415.69,52,85,4.86,0.71,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,train
50,79.76,175,130,59,1.85,4,3,3,0,46.66,1708,254,168.43,60,47,4.59,0.74,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
25,62.73,198,139,58,1.86,4,3,3,1,37.61,2489,11,126.22,18,21,5.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,train
21,60.55,179,123,52,1.97,5,3,4,1,37.51,2163,95,369.01,53,41,4.08,0.68,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
23,52.47,169,166,60,1.29,2,1,4,0,25.98,2060,143,379.79,55,77,1.73,0.98,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
52,60.65,170,124,74,0.55,3,1,3,0,2.3,2385,88,236.93,53,95,2.06,0.73,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
56,68.94,195,138,58,0.66,2,1,3,0,31.15,1149,98,104.75,47,87,3.71,0.71,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
28,75.69,175,149,57,1.31,4,2,3,1,2.93,400,119,195.17,10,95,2.2,0.85,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
59,70.45,192,121,66,1.18,3,2,2,0,32.4,1481,108,259.67,28,57,4.37,0.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,train
57,46.64,165,130,60,1.44,3,2,3,0,17.11,1677,10,285.72,12,53,3.21,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,train
45,61.93,197,125,73,1.61,4,3,2,0,45.69,225,77,395.24,12,88,1.49,0.63,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,train
28,79.89,181,130,54,1.48,3,2,2,0,17.65,106,178,288.6,10,98,1.5,0.72,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
33,112.62,162,134,66,1.18,4,2,2,1,48.8,1478,206,154.31,52,73,4.11,0.83,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,train
56,48.74,165,156,51,0.7,3,1,3,0,23.78,1426,247,394.35,56,58,3.18,0.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,train
43,80.8,188,152,65,1.58,5,3,2,1,22.74,1113,190,467.54,60,65,1.78,0.81,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
18,88.89,175,127,72,1.5,4,2,3,0,48.85,156,282,363.16,17,67,1.71,0.73,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
35,64.0,198,142,71,1.03,4,2,2,0,41.9,567,12,154.51,11,65,4.02,0.72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
21,101.7,180,132,50,1.31,2,1,3,0,11.47,1532,286,472.23,40,40,2.3,0.73,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
48,88.68,162,127,56,1.82,4,3,2,0,10.42,1024,125,427.99,36,28,1.14,0.78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,train
31,62.06,168,169,74,1.55,4,3,2,1,0.69,1319,206,243.21,48,66,3.61,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
52,52.74,171,149,71,1.35,3,2,3,0,27.45,1257,99,108.81,54,44,3.81,0.87,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
54,77.94,198,145,73,1.09,4,2,4,0,46.39,713,98,400.76,51,104,2.5,0.73,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
22,72.93,183,123,59,1.38,3,1,4,0,18.65,1547,-1,210.55,46,62,3.99,0.67,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,train
46,108.88,186,169,63,1.39,3,1,4,0,31.32,130,-2,245.35,19,78,1.7,0.91,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
34,48.07,196,161,69,1.02,3,2,2,0,9.54,1408,252,271.67,57,4,2.09,0.82,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
48,128.85,193,167,62,1.06,4,2,3,1,28.85,978,0,121.09,48,65,2.99,0.86,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,train
37,53.05,184,156,50,1.13,4,2,3,0,12.88,1800,226,103.36,51,83,4.61,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
22,41.08,163,132,67,0.56,3,1,3,0,47.88,119,47,245.62,45,40,1.53,0.81,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
41,61.43,166,131,68,1.93,4,3,2,0,16.56,1095,151,262.97,21,77,4.49,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
26,71.16,181,151,73,0.74,3,1,3,0,16.21,672,127,307.37,47,120,4.18,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
21,58.11,174,128,63,1.01,3,2,4,0,7.93,1085,99,121.19,57,80,1.2,0.74,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
33,68.06,169,128,57,0.67,2,1,2,1,41.6,1720,18,137.43,51,110,3.71,0.76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train
52,104.17,187,130,67,0.93,2,1,3,1,47.71,1365,241,430.57,27,62,3.98,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train
32,77.35,187,136,58,1.09,3,1,2,1,15.82,1586,80,237.38,53,85,1.21,0.73,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
49,69.4,191,122,62,1.14,4,2,2,0,41.33,517,236,196.86,58,11,4.39,0.64,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
44,61.23,176,169,54,1.27,4,2,3,0,40.16,2125,286,287.29,61,13,4.52,0.96,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
49,79.12,194,128,69,1.45,3,1,3,0,45.2,2002,292,252.69,11,54,3.31,0.66,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
40,77.9,162,161,71,1.27,4,2,2,0,39.25,1083,285,336.73,39,38,2.03,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
53,105.05,177,131,62,0.69,3,1,3,0,15.89,2382,36,416.54,21,55,3.38,0.74,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
51,65.91,188,139,53,1.27,4,2,3,0,34.4,289,147,316.73,12,45,1.28,0.74,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
29,121.43,188,130,52,1.31,4,2,3,0,45.15,383,45,399.68,13,60,2.99,0.69,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
32,84.28,195,128,63,1.45,3,1,3,0,38.28,864,27,386.25,17,16,2.91,0.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,train
27,61.4,169,143,72,1.48,2,1,3,0,34.88,1530,187,370.21,35,88,4.49,0.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
53,47.68,164,149,74,1.06,4,2,4,0,30.36,1691,151,271.57,52,118,3.68,0.91,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
33,69.08,167,133,59,1.35,2,1,2,0,40.29,1819,166,335.91,48,59,1.13,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,train
45,81.04,183,131,54,1.71,4,3,3,1,5.74,2075,93,468.84,27,118,3.74,0.72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
